SampleId	GROUP	Year	Image#	Group#	NObj	Type	AvgLumenArea	AvgLumenLength	AvgLumenWidth	AvgHorizontalPosition	AvgVerticalPosition	AvgLumenPerimeter	AvgLumenFormCoefficient	AvgLumenL/W	TotLumenArea	TotLumenLength	TotLumenWidth	TotLumenPerimeter	
1_dekH_4	CELL	2014	1	11	0	V	673.3700	10.2000	47.6000	591.7897	4675.2116	10.2000	5.1000	25.5000	138.1713	0.4432	0.2143	
1_dekH_4	CELL	2014	1	12	0	V	1485.4600	37.4000	44.2000	627.4885	4678.4893	5.1000	85.8500	128.3500	161.5242	0.7155	0.8462	
1_dekH_4	CELL	2014	1	13	0	V	1170.4500	37.4000	40.8000	634.9899	4198.8951	15.3000	119.0000	171.7000	138.1713	0.7704	0.9167	
1_dekH_4	CELL	2014	1	14	0	V	4204.9500	74.8000	73.1000	664.0399	4495.6062	42.5000	79.0500	196.3500	268.5583	0.7326	1.0233	
1_dekH_4	CELL	2014	1	15	0	V	338.1300	10.2000	32.3000	623.5368	5122.4632	99.4500	2.5500	112.2000	85.6273	0.5795	0.3158	
1_dekH_4	CELL	2014	1	16	0	V	1129.9900	34.0000	40.8000	649.3130	5124.7783	2.5500	34.8500	71.4000	128.4410	0.8608	0.8333	
1_dekH_4	CELL	2014	1	17	0	V	630.0200	30.6000	23.8000	659.5766	4975.6427	107.1000	90.9500	228.6500	101.1959	0.7731	1.2857	
1_dekH_4	CELL	2014	1	18	0	V	2447.8300	64.6000	45.9000	676.2106	4322.3494	36.5500	153.8500	255.0000	214.0683	0.6713	1.4074	
1_dekH_4	CELL	2014	1	19	0	V	355.4700	23.8000	17.0000	660.7195	5032.0276	34.8500	172.5500	231.2000	75.8969	0.7755	1.4000	
1_dekH_4	CELL	2014	1	20	0	V	1401.6500	35.7000	47.6000	680.1823	4064.7210	20.4000	14.4500	70.5500	163.4703	0.6591	0.7500	
1_dekH_4	CELL	2014	1	21	0	V	2112.5900	52.7000	47.6000	715.6698	4251.1535	52.7000	24.6500	130.0500	182.9311	0.7933	1.1071	
1_dekH_4	CELL	2014	1	22	0	V	332.3500	13.6000	27.2000	705.1452	4702.4365	36.5500	3.4000	53.5500	77.8430	0.6892	0.5000	
1_dekH_4	CELL	2014	1	23	0	V	1809.1400	39.1000	27.2000	728.1594	4075.3671	5.1000	51.0000	95.2000	268.5583	0.3152	1.4375	
1_dekH_4	CELL	2014	1	24	0	V	395.9300	22.1000	10.2000	725.2175	3772.6599	15.3000	1.7000	39.1000	116.7645	0.3649	2.1667	
1_dekH_4	CELL	2014	1	25	0	V	878.5600	30.6000	34.0000	732.3421	4702.2336	3.4000	22.9500	56.9500	114.8184	0.8374	0.9000	
1_dekH_4	CELL	2014	1	26	0	V	525.9800	23.8000	11.9000	734.6896	3715.7890	22.1000	79.0500	124.9500	122.6027	0.4397	2.0000	
1_dekH_4	CELL	2014	1	27	0	V	2170.3900	62.9000	40.8000	756.9844	3931.1153	39.1000	113.9000	215.9000	200.4457	0.6788	1.5417	
1_dekH_4	CELL	2014	1	28	0	V	2702.1500	79.9000	40.8000	776.3764	3879.0236	44.2000	92.6500	216.7500	227.6908	0.6550	1.9583	
1_dekH_4	CELL	2014	1	29	0	V	2043.2300	54.4000	44.2000	767.5199	4433.8982	100.3000	105.4000	260.1000	192.6614	0.6917	1.2308	
1_dekH_4	CELL	2014	1	30	0	V	2372.6900	37.4000	51.0000	793.4217	3745.8144	3.4000	0.8500	41.6500	280.2348	0.3797	0.7333	
1_dekH_4	CELL	2014	1	31	0	V	1814.9200	51.0000	40.8000	805.5347	4230.9535	1.7000	29.7500	82.4500	180.9850	0.6963	1.2500	
1_dekH_4	CELL	2014	1	32	0	V	502.8600	22.1000	28.9000	806.8259	4273.2822	32.3000	60.3500	114.7500	99.2498	0.6415	0.7647	
1_dekH_4	CELL	2014	1	33	0	V	332.3500	22.1000	17.0000	824.9139	4103.9330	99.4500	5.1000	126.6500	72.0048	0.8055	1.3000	
1_dekH_4	CELL	2014	1	34	0	V	3092.3000	68.0000	54.4000	855.1397	3546.6878	46.7500	55.2500	170.0000	217.9604	0.8180	1.2500	
1_dekH_4	CELL	2014	1	35	0	V	378.5900	30.6000	15.3000	856.8130	4107.5634	4.2500	59.5000	94.3500	91.4655	0.5687	2.0000	
1_dekH_4	CELL	2014	1	36	0	V	606.9000	25.5000	27.2000	862.9848	4082.0319	48.4500	62.9000	136.8500	99.2498	0.7742	0.9375	
1_dekH_4	CELL	2014	1	37	0	V	1242.7000	37.4000	37.4000	881.8453	3949.7563	40.8000	59.5000	137.7000	144.0095	0.7530	1.0000	
1_dekH_4	CELL	2014	1	38	0	V	2005.6600	45.9000	52.7000	926.1252	3702.8254	85.0000	34.0000	164.9000	190.7154	0.6929	0.8710	
1_dekH_4	CELL	2014	1	39	0	V	2306.2200	54.4000	56.1000	955.1081	3583.0419	102.8500	17.0000	174.2500	202.3918	0.7075	0.9697	
2_dekD_1	GLOBAL	2_dekD_1.TIF	0.0000 0.0000	jt	16.2.2018 12:27:42	Regent Instruments Inc.  WinCELL Pro 2011a 	ObjKnownDim µm	1.700000 1.700000	0.0000	THD-177	A<300.0000 	CentreHV	N	0	Y 180.0000	10	66 2914 324 3986	2014	1	B E	723586.6400	438.6000	1822.4000	77.79	562856.4000	0.01	66.4700	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	22.20	160663.7700	1189.0397	34.8270	32.3000	149.5322	0.6515	1.3847	37	0.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	0 0.0	1 2.0		AREA	30	0.0000 300.0000 600.0000 900.0000 1200.0000 1500.0000 1800.0000 2100.0000 2400.0000 2700.0000 3000.0000 3300.0000 3600.0000 3900.0000 4200.0000 4500.0000 4800.0000 5100.0000 5400.0000 5700.0000 6000.0000 6300.0000 6600.0000 6900.0000 7200.0000 7500.0000 7800.0000 8100.0000 8400.0000 8700.0000 inf.	0	8	3	10	4	5	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2_dekD_1	CELL	2014	1	1	0	V	1612.6200	40.8000	49.3000	222.1668	6175.0977	11.0500	10.2000	62.0500	165.4164	0.7406	0.8276	
2_dekD_1	CELL	2014	1	2	0	V	1566.3800	40.8000	45.9000	226.4387	5700.5423	17.0000	36.5500	94.3500	157.6321	0.7922	0.8889	
2_dekD_1	CELL	2014	1	3	0	V	1650.1900	39.1000	49.3000	227.7851	5810.1713	17.0000	11.9000	68.0000	155.6860	0.8555	0.7931	
2_dekD_1	CELL	2014	1	4	0	V	1132.8800	39.1000	34.0000	230.8010	6285.3640	19.5500	20.4000	79.0500	130.3870	0.8374	1.1500	
2_dekD_1	CELL	2014	1	5	0	V	1176.2300	39.1000	37.4000	229.5459	6370.6017	14.4500	10.2000	63.7500	140.1174	0.7529	1.0455	
2_dekD_1	CELL	2014	1	6	0	V	520.2000	28.9000	6.8000	235.5161	6526.3944	20.4000	45.0500	94.3500	155.6860	0.2697	4.2500	
2_dekD_1	CELL	2014	1	7	0	V	930.5800	32.3000	34.0000	247.6932	6728.2463	18.7000	6.8000	57.8000	122.6027	0.7780	0.9500	
2_dekD_1	CELL	2014	1	8	0	V	1236.9200	42.5000	34.0000	253.7488	5406.4568	12.7500	21.2500	76.5000	144.0095	0.7495	1.2500	
2_dekD_1	CELL	2014	1	9	0	V	1245.5900	42.5000	34.0000	283.0283	6176.4116	10.2000	78.2000	130.9000	144.0095	0.7547	1.2500	
2_dekD_1	CELL	2014	1	10	0	V	456.6200	15.3000	30.6000	278.1544	5188.3677	13.6000	133.4500	162.3500	97.3038	0.6060	0.5000	
2_dekD_1	CELL	2014	1	11	0	V	1080.8600	37.4000	30.6000	289.3591	5806.4182	11.9000	121.5500	170.8500	134.2792	0.7533	1.2222	
2_dekD_1	CELL	2014	1	12	0	V	971.0400	37.4000	20.4000	288.1399	6365.9688	10.2000	121.5500	169.1500	188.7693	0.3424	1.8333	
2_dekD_1	CELL	2014	1	13	0	V	1563.4900	42.5000	13.6000	303.7407	5960.5048	44.2000	111.3500	198.0500	252.9897	0.3070	3.1250	
